sample	unit	fq1	fq2
CZA207	160325_D00248_0159_AC8TGPANXX_7_SX-PE-081	CZA207_160325_D00248_0159_AC8TGPANXX_7_SX-PE-081_1.fastq.gz	CZA207_160325_D00248_0159_AC8TGPANXX_7_SX-PE-081_2.fastq.gz
CZA208	160329_D00248_0160_BC8TGVANXX_8_SX-PE-074	CZA208_160329_D00248_0160_BC8TGVANXX_8_SX-PE-074_1.fastq.gz	CZA208_160329_D00248_0160_BC8TGVANXX_8_SX-PE-074_2.fastq.gz
CZA209	160329_D00248_0160_BC8TGVANXX_7_SX-PE-044	CZA209_160329_D00248_0160_BC8TGVANXX_7_SX-PE-044_1.fastq.gz	CZA209_160329_D00248_0160_BC8TGVANXX_7_SX-PE-044_2.fastq.gz
CZA210	160329_D00248_0160_BC8TGVANXX_7_SX-PE-060	CZA210_160329_D00248_0160_BC8TGVANXX_7_SX-PE-060_1.fastq.gz	CZA210_160329_D00248_0160_BC8TGVANXX_7_SX-PE-060_2.fastq.gz
CZA211	160303_D00248_0155_AC6K7AANXX_6_SX-PE-047	CZA211_160303_D00248_0155_AC6K7AANXX_6_SX-PE-047_1.fastq.gz	CZA211_160303_D00248_0155_AC6K7AANXX_6_SX-PE-047_2.fastq.gz
CZA212	160303_D00248_0155_AC6K7AANXX_6_SX-PE-037	CZA212_160303_D00248_0155_AC6K7AANXX_6_SX-PE-037_1.fastq.gz	CZA212_160303_D00248_0155_AC6K7AANXX_6_SX-PE-037_2.fastq.gz
CZA213	160303_D00248_0155_AC6K7AANXX_6_SX-PE-084	CZA213_160303_D00248_0155_AC6K7AANXX_6_SX-PE-084_1.fastq.gz	CZA213_160303_D00248_0155_AC6K7AANXX_6_SX-PE-084_2.fastq.gz
CZA215	160303_D00248_0155_AC6K7AANXX_6_SX-PE-087	CZA215_160303_D00248_0155_AC6K7AANXX_6_SX-PE-087_1.fastq.gz	CZA215_160303_D00248_0155_AC6K7AANXX_6_SX-PE-087_2.fastq.gz
CZA216	160325_D00248_0159_AC8TGPANXX_7_SX-PE-044	CZA216_160325_D00248_0159_AC8TGPANXX_7_SX-PE-044_1.fastq.gz	CZA216_160325_D00248_0159_AC8TGPANXX_7_SX-PE-044_2.fastq.gz
CZA217	160329_D00248_0160_BC8TGVANXX_8_SX-PE-007	CZA217_160329_D00248_0160_BC8TGVANXX_8_SX-PE-007_1.fastq.gz	CZA217_160329_D00248_0160_BC8TGVANXX_8_SX-PE-007_2.fastq.gz
CZA219	160303_D00248_0155_AC6K7AANXX_6_SX-PE-094	CZA219_160303_D00248_0155_AC6K7AANXX_6_SX-PE-094_1.fastq.gz	CZA219_160303_D00248_0155_AC6K7AANXX_6_SX-PE-094_2.fastq.gz
CZA221	160329_D00248_0160_BC8TGVANXX_7_SX-PE-036	CZA221_160329_D00248_0160_BC8TGVANXX_7_SX-PE-036_1.fastq.gz	CZA221_160329_D00248_0160_BC8TGVANXX_7_SX-PE-036_2.fastq.gz
CZA222	160303_D00248_0155_AC6K7AANXX_6_SX-PE-079	CZA222_160303_D00248_0155_AC6K7AANXX_6_SX-PE-079_1.fastq.gz	CZA222_160303_D00248_0155_AC6K7AANXX_6_SX-PE-079_2.fastq.gz
CZA223	160303_D00248_0155_AC6K7AANXX_6_SX-PE-042	CZA223_160303_D00248_0155_AC6K7AANXX_6_SX-PE-042_1.fastq.gz	CZA223_160303_D00248_0155_AC6K7AANXX_6_SX-PE-042_2.fastq.gz
CZA224	160303_D00248_0155_AC6K7AANXX_6_SX-PE-035	CZA224_160303_D00248_0155_AC6K7AANXX_6_SX-PE-035_1.fastq.gz	CZA224_160303_D00248_0155_AC6K7AANXX_6_SX-PE-035_2.fastq.gz
CZA227	160329_D00248_0160_BC8TGVANXX_8_SX-PE-047	CZA227_160329_D00248_0160_BC8TGVANXX_8_SX-PE-047_1.fastq.gz	CZA227_160329_D00248_0160_BC8TGVANXX_8_SX-PE-047_2.fastq.gz
CZA229	160329_D00248_0160_BC8TGVANXX_8_SX-PE-009	CZA229_160329_D00248_0160_BC8TGVANXX_8_SX-PE-009_1.fastq.gz	CZA229_160329_D00248_0160_BC8TGVANXX_8_SX-PE-009_2.fastq.gz
CZA230	160329_D00248_0160_BC8TGVANXX_7_SX-PE-046	CZA230_160329_D00248_0160_BC8TGVANXX_7_SX-PE-046_1.fastq.gz	CZA230_160329_D00248_0160_BC8TGVANXX_7_SX-PE-046_2.fastq.gz
CZA234	160325_D00248_0159_AC8TGPANXX_7_SX-PE-003	CZA234_160325_D00248_0159_AC8TGPANXX_7_SX-PE-003_1.fastq.gz	CZA234_160325_D00248_0159_AC8TGPANXX_7_SX-PE-003_2.fastq.gz
CZA236	160303_D00248_0155_AC6K7AANXX_6_SX-PE-080	CZA236_160303_D00248_0155_AC6K7AANXX_6_SX-PE-080_1.fastq.gz	CZA236_160303_D00248_0155_AC6K7AANXX_6_SX-PE-080_2.fastq.gz
CZA237	160303_D00248_0155_AC6K7AANXX_6_SX-PE-004	CZA237_160303_D00248_0155_AC6K7AANXX_6_SX-PE-004_1.fastq.gz	CZA237_160303_D00248_0155_AC6K7AANXX_6_SX-PE-004_2.fastq.gz
CZA238	160329_D00248_0160_BC8TGVANXX_8_SX-PE-087	CZA238_160329_D00248_0160_BC8TGVANXX_8_SX-PE-087_1.fastq.gz	CZA238_160329_D00248_0160_BC8TGVANXX_8_SX-PE-087_2.fastq.gz
CZA239	160329_D00248_0160_BC8TGVANXX_8_SX-PE-026	CZA239_160329_D00248_0160_BC8TGVANXX_8_SX-PE-026_1.fastq.gz	CZA239_160329_D00248_0160_BC8TGVANXX_8_SX-PE-026_2.fastq.gz
CZA241	160325_D00248_0159_AC8TGPANXX_7_SX-PE-087	CZA241_160325_D00248_0159_AC8TGPANXX_7_SX-PE-087_1.fastq.gz	CZA241_160325_D00248_0159_AC8TGPANXX_7_SX-PE-087_2.fastq.gz
CZA244	160329_D00248_0160_BC8TGVANXX_7_SX-PE-090	CZA244_160329_D00248_0160_BC8TGVANXX_7_SX-PE-090_1.fastq.gz	CZA244_160329_D00248_0160_BC8TGVANXX_7_SX-PE-090_2.fastq.gz
CZA245	160303_D00248_0155_AC6K7AANXX_6_SX-PE-086	CZA245_160303_D00248_0155_AC6K7AANXX_6_SX-PE-086_1.fastq.gz	CZA245_160303_D00248_0155_AC6K7AANXX_6_SX-PE-086_2.fastq.gz
CZA246	160325_D00248_0159_AC8TGPANXX_7_SX-PE-042	CZA246_160325_D00248_0159_AC8TGPANXX_7_SX-PE-042_1.fastq.gz	CZA246_160325_D00248_0159_AC8TGPANXX_7_SX-PE-042_2.fastq.gz
CZA250	160329_D00248_0160_BC8TGVANXX_7_SX-PE-084	CZA250_160329_D00248_0160_BC8TGVANXX_7_SX-PE-084_1.fastq.gz	CZA250_160329_D00248_0160_BC8TGVANXX_7_SX-PE-084_2.fastq.gz
CZA251	160325_D00248_0159_AC8TGPANXX_7_SX-PE-067	CZA251_160325_D00248_0159_AC8TGPANXX_7_SX-PE-067_1.fastq.gz	CZA251_160325_D00248_0159_AC8TGPANXX_7_SX-PE-067_2.fastq.gz
CZA253	160329_D00248_0160_BC8TGVANXX_7_SX-PE-006	CZA253_160329_D00248_0160_BC8TGVANXX_7_SX-PE-006_1.fastq.gz	CZA253_160329_D00248_0160_BC8TGVANXX_7_SX-PE-006_2.fastq.gz
CZA254	160325_D00248_0159_AC8TGPANXX_7_SX-PE-015	CZA254_160325_D00248_0159_AC8TGPANXX_7_SX-PE-015_1.fastq.gz	CZA254_160325_D00248_0159_AC8TGPANXX_7_SX-PE-015_2.fastq.gz
CZA256	160303_D00248_0155_AC6K7AANXX_6_SX-PE-021	CZA256_160303_D00248_0155_AC6K7AANXX_6_SX-PE-021_1.fastq.gz	CZA256_160303_D00248_0155_AC6K7AANXX_6_SX-PE-021_2.fastq.gz
CZA257	160325_D00248_0159_AC8TGPANXX_7_SX-PE-075	CZA257_160325_D00248_0159_AC8TGPANXX_7_SX-PE-075_1.fastq.gz	CZA257_160325_D00248_0159_AC8TGPANXX_7_SX-PE-075_2.fastq.gz
CZA259	160329_D00248_0160_BC8TGVANXX_7_SX-PE-039	CZA259_160329_D00248_0160_BC8TGVANXX_7_SX-PE-039_1.fastq.gz	CZA259_160329_D00248_0160_BC8TGVANXX_7_SX-PE-039_2.fastq.gz
CZA261	160329_D00248_0160_BC8TGVANXX_8_SX-PE-042	CZA261_160329_D00248_0160_BC8TGVANXX_8_SX-PE-042_1.fastq.gz	CZA261_160329_D00248_0160_BC8TGVANXX_8_SX-PE-042_2.fastq.gz
CZA262	160325_D00248_0159_AC8TGPANXX_7_SX-PE-086	CZA262_160325_D00248_0159_AC8TGPANXX_7_SX-PE-086_1.fastq.gz	CZA262_160325_D00248_0159_AC8TGPANXX_7_SX-PE-086_2.fastq.gz
CZA263	160303_D00248_0155_AC6K7AANXX_6_SX-PE-018	CZA263_160303_D00248_0155_AC6K7AANXX_6_SX-PE-018_1.fastq.gz	CZA263_160303_D00248_0155_AC6K7AANXX_6_SX-PE-018_2.fastq.gz
CZA265	160303_D00248_0155_AC6K7AANXX_6_SX-PE-056	CZA265_160303_D00248_0155_AC6K7AANXX_6_SX-PE-056_1.fastq.gz	CZA265_160303_D00248_0155_AC6K7AANXX_6_SX-PE-056_2.fastq.gz
CZA268	160329_D00248_0160_BC8TGVANXX_7_SX-PE-064	CZA268_160329_D00248_0160_BC8TGVANXX_7_SX-PE-064_1.fastq.gz	CZA268_160329_D00248_0160_BC8TGVANXX_7_SX-PE-064_2.fastq.gz
CZA270	160325_D00248_0159_AC8TGPANXX_7_SX-PE-037	CZA270_160325_D00248_0159_AC8TGPANXX_7_SX-PE-037_1.fastq.gz	CZA270_160325_D00248_0159_AC8TGPANXX_7_SX-PE-037_2.fastq.gz
CZA271	160329_D00248_0160_BC8TGVANXX_8_SX-PE-025	CZA271_160329_D00248_0160_BC8TGVANXX_8_SX-PE-025_1.fastq.gz	CZA271_160329_D00248_0160_BC8TGVANXX_8_SX-PE-025_2.fastq.gz
CZA272	160325_D00248_0159_AC8TGPANXX_7_SX-PE-082	CZA272_160325_D00248_0159_AC8TGPANXX_7_SX-PE-082_1.fastq.gz	CZA272_160325_D00248_0159_AC8TGPANXX_7_SX-PE-082_2.fastq.gz
CZA273	160329_D00248_0160_BC8TGVANXX_8_SX-PE-061	CZA273_160329_D00248_0160_BC8TGVANXX_8_SX-PE-061_1.fastq.gz	CZA273_160329_D00248_0160_BC8TGVANXX_8_SX-PE-061_2.fastq.gz
CZA276	160329_D00248_0160_BC8TGVANXX_7_SX-PE-078	CZA276_160329_D00248_0160_BC8TGVANXX_7_SX-PE-078_1.fastq.gz	CZA276_160329_D00248_0160_BC8TGVANXX_7_SX-PE-078_2.fastq.gz
CZA277	160325_D00248_0159_AC8TGPANXX_7_SX-PE-069	CZA277_160325_D00248_0159_AC8TGPANXX_7_SX-PE-069_1.fastq.gz	CZA277_160325_D00248_0159_AC8TGPANXX_7_SX-PE-069_2.fastq.gz
CZA278	160329_D00248_0160_BC8TGVANXX_7_SX-PE-085	CZA278_160329_D00248_0160_BC8TGVANXX_7_SX-PE-085_1.fastq.gz	CZA278_160329_D00248_0160_BC8TGVANXX_7_SX-PE-085_2.fastq.gz
CZA279	160329_D00248_0160_BC8TGVANXX_8_SX-PE-006	CZA279_160329_D00248_0160_BC8TGVANXX_8_SX-PE-006_1.fastq.gz	CZA279_160329_D00248_0160_BC8TGVANXX_8_SX-PE-006_2.fastq.gz
CZA281	160329_D00248_0160_BC8TGVANXX_8_SX-PE-077	CZA281_160329_D00248_0160_BC8TGVANXX_8_SX-PE-077_1.fastq.gz	CZA281_160329_D00248_0160_BC8TGVANXX_8_SX-PE-077_2.fastq.gz
CZA283	160329_D00248_0160_BC8TGVANXX_8_SX-PE-022	CZA283_160329_D00248_0160_BC8TGVANXX_8_SX-PE-022_1.fastq.gz	CZA283_160329_D00248_0160_BC8TGVANXX_8_SX-PE-022_2.fastq.gz
CZA286	160303_D00248_0155_AC6K7AANXX_6_SX-PE-041	CZA286_160303_D00248_0155_AC6K7AANXX_6_SX-PE-041_1.fastq.gz	CZA286_160303_D00248_0155_AC6K7AANXX_6_SX-PE-041_2.fastq.gz
CZA290	160329_D00248_0160_BC8TGVANXX_7_SX-PE-043	CZA290_160329_D00248_0160_BC8TGVANXX_7_SX-PE-043_1.fastq.gz	CZA290_160329_D00248_0160_BC8TGVANXX_7_SX-PE-043_2.fastq.gz
CZA292	160325_D00248_0159_AC8TGPANXX_7_SX-PE-026	CZA292_160325_D00248_0159_AC8TGPANXX_7_SX-PE-026_1.fastq.gz	CZA292_160325_D00248_0159_AC8TGPANXX_7_SX-PE-026_2.fastq.gz
CZA295	160325_D00248_0159_AC8TGPANXX_7_SX-PE-079	CZA295_160325_D00248_0159_AC8TGPANXX_7_SX-PE-079_1.fastq.gz	CZA295_160325_D00248_0159_AC8TGPANXX_7_SX-PE-079_2.fastq.gz
CZA297	160329_D00248_0160_BC8TGVANXX_8_SX-PE-080	CZA297_160329_D00248_0160_BC8TGVANXX_8_SX-PE-080_1.fastq.gz	CZA297_160329_D00248_0160_BC8TGVANXX_8_SX-PE-080_2.fastq.gz
CZA298	160329_D00248_0160_BC8TGVANXX_8_SX-PE-052	CZA298_160329_D00248_0160_BC8TGVANXX_8_SX-PE-052_1.fastq.gz	CZA298_160329_D00248_0160_BC8TGVANXX_8_SX-PE-052_2.fastq.gz
CZA299	160329_D00248_0160_BC8TGVANXX_7_SX-PE-076	CZA299_160329_D00248_0160_BC8TGVANXX_7_SX-PE-076_1.fastq.gz	CZA299_160329_D00248_0160_BC8TGVANXX_7_SX-PE-076_2.fastq.gz
CZA300	160325_D00248_0159_AC8TGPANXX_7_SX-PE-033	CZA300_160325_D00248_0159_AC8TGPANXX_7_SX-PE-033_1.fastq.gz	CZA300_160325_D00248_0159_AC8TGPANXX_7_SX-PE-033_2.fastq.gz
CZA303	160329_D00248_0160_BC8TGVANXX_8_SX-PE-065	CZA303_160329_D00248_0160_BC8TGVANXX_8_SX-PE-065_1.fastq.gz	CZA303_160329_D00248_0160_BC8TGVANXX_8_SX-PE-065_2.fastq.gz
CZA306	160303_D00248_0155_AC6K7AANXX_6_SX-PE-038	CZA306_160303_D00248_0155_AC6K7AANXX_6_SX-PE-038_1.fastq.gz	CZA306_160303_D00248_0155_AC6K7AANXX_6_SX-PE-038_2.fastq.gz
CZA307	160329_D00248_0160_BC8TGVANXX_7_SX-PE-035	CZA307_160329_D00248_0160_BC8TGVANXX_7_SX-PE-035_1.fastq.gz	CZA307_160329_D00248_0160_BC8TGVANXX_7_SX-PE-035_2.fastq.gz
CZA308	160303_D00248_0155_AC6K7AANXX_6_SX-PE-024	CZA308_160303_D00248_0155_AC6K7AANXX_6_SX-PE-024_1.fastq.gz	CZA308_160303_D00248_0155_AC6K7AANXX_6_SX-PE-024_2.fastq.gz
CZA309	160329_D00248_0160_BC8TGVANXX_8_SX-PE-051	CZA309_160329_D00248_0160_BC8TGVANXX_8_SX-PE-051_1.fastq.gz	CZA309_160329_D00248_0160_BC8TGVANXX_8_SX-PE-051_2.fastq.gz
CZA310	160329_D00248_0160_BC8TGVANXX_8_SX-PE-095	CZA310_160329_D00248_0160_BC8TGVANXX_8_SX-PE-095_1.fastq.gz	CZA310_160329_D00248_0160_BC8TGVANXX_8_SX-PE-095_2.fastq.gz
CZA311	160325_D00248_0159_AC8TGPANXX_7_SX-PE-090	CZA311_160325_D00248_0159_AC8TGPANXX_7_SX-PE-090_1.fastq.gz	CZA311_160325_D00248_0159_AC8TGPANXX_7_SX-PE-090_2.fastq.gz
CZA312	160329_D00248_0160_BC8TGVANXX_8_SX-PE-096	CZA312_160329_D00248_0160_BC8TGVANXX_8_SX-PE-096_1.fastq.gz	CZA312_160329_D00248_0160_BC8TGVANXX_8_SX-PE-096_2.fastq.gz
CZA314	160329_D00248_0160_BC8TGVANXX_7_SX-PE-082	CZA314_160329_D00248_0160_BC8TGVANXX_7_SX-PE-082_1.fastq.gz	CZA314_160329_D00248_0160_BC8TGVANXX_7_SX-PE-082_2.fastq.gz
CZA317	160325_D00248_0159_AC8TGPANXX_7_SX-PE-016	CZA317_160325_D00248_0159_AC8TGPANXX_7_SX-PE-016_1.fastq.gz	CZA317_160325_D00248_0159_AC8TGPANXX_7_SX-PE-016_2.fastq.gz
CZA318	160329_D00248_0160_BC8TGVANXX_7_SX-PE-009	CZA318_160329_D00248_0160_BC8TGVANXX_7_SX-PE-009_1.fastq.gz	CZA318_160329_D00248_0160_BC8TGVANXX_7_SX-PE-009_2.fastq.gz
CZA319	160303_D00248_0155_AC6K7AANXX_6_SX-PE-030	CZA319_160303_D00248_0155_AC6K7AANXX_6_SX-PE-030_1.fastq.gz	CZA319_160303_D00248_0155_AC6K7AANXX_6_SX-PE-030_2.fastq.gz
CZA320	160329_D00248_0160_BC8TGVANXX_8_SX-PE-090	CZA320_160329_D00248_0160_BC8TGVANXX_8_SX-PE-090_1.fastq.gz	CZA320_160329_D00248_0160_BC8TGVANXX_8_SX-PE-090_2.fastq.gz
CZA321	160329_D00248_0160_BC8TGVANXX_7_SX-PE-018	CZA321_160329_D00248_0160_BC8TGVANXX_7_SX-PE-018_1.fastq.gz	CZA321_160329_D00248_0160_BC8TGVANXX_7_SX-PE-018_2.fastq.gz
CZA322	160329_D00248_0160_BC8TGVANXX_7_SX-PE-074	CZA322_160329_D00248_0160_BC8TGVANXX_7_SX-PE-074_1.fastq.gz	CZA322_160329_D00248_0160_BC8TGVANXX_7_SX-PE-074_2.fastq.gz
CZA327	160329_D00248_0160_BC8TGVANXX_8_SX-PE-053	CZA327_160329_D00248_0160_BC8TGVANXX_8_SX-PE-053_1.fastq.gz	CZA327_160329_D00248_0160_BC8TGVANXX_8_SX-PE-053_2.fastq.gz
CZA329	160329_D00248_0160_BC8TGVANXX_7_SX-PE-024	CZA329_160329_D00248_0160_BC8TGVANXX_7_SX-PE-024_1.fastq.gz	CZA329_160329_D00248_0160_BC8TGVANXX_7_SX-PE-024_2.fastq.gz
CZA330	160303_D00248_0155_AC6K7AANXX_6_SX-PE-051	CZA330_160303_D00248_0155_AC6K7AANXX_6_SX-PE-051_1.fastq.gz	CZA330_160303_D00248_0155_AC6K7AANXX_6_SX-PE-051_2.fastq.gz
CZA332	160329_D00248_0160_BC8TGVANXX_8_SX-PE-055	CZA332_160329_D00248_0160_BC8TGVANXX_8_SX-PE-055_1.fastq.gz	CZA332_160329_D00248_0160_BC8TGVANXX_8_SX-PE-055_2.fastq.gz
CZA333	160329_D00248_0160_BC8TGVANXX_8_SX-PE-071	CZA333_160329_D00248_0160_BC8TGVANXX_8_SX-PE-071_1.fastq.gz	CZA333_160329_D00248_0160_BC8TGVANXX_8_SX-PE-071_2.fastq.gz
CZA334	160303_D00248_0155_AC6K7AANXX_6_SX-PE-005	CZA334_160303_D00248_0155_AC6K7AANXX_6_SX-PE-005_1.fastq.gz	CZA334_160303_D00248_0155_AC6K7AANXX_6_SX-PE-005_2.fastq.gz
CZA336	160303_D00248_0155_AC6K7AANXX_6_SX-PE-090	CZA336_160303_D00248_0155_AC6K7AANXX_6_SX-PE-090_1.fastq.gz	CZA336_160303_D00248_0155_AC6K7AANXX_6_SX-PE-090_2.fastq.gz
CZA338	160329_D00248_0160_BC8TGVANXX_7_SX-PE-094	CZA338_160329_D00248_0160_BC8TGVANXX_7_SX-PE-094_1.fastq.gz	CZA338_160329_D00248_0160_BC8TGVANXX_7_SX-PE-094_2.fastq.gz
CZA341	160329_D00248_0160_BC8TGVANXX_8_SX-PE-068	CZA341_160329_D00248_0160_BC8TGVANXX_8_SX-PE-068_1.fastq.gz	CZA341_160329_D00248_0160_BC8TGVANXX_8_SX-PE-068_2.fastq.gz
CZA342	160329_D00248_0160_BC8TGVANXX_8_SX-PE-081	CZA342_160329_D00248_0160_BC8TGVANXX_8_SX-PE-081_1.fastq.gz	CZA342_160329_D00248_0160_BC8TGVANXX_8_SX-PE-081_2.fastq.gz
CZA344	160329_D00248_0160_BC8TGVANXX_8_SX-PE-029	CZA344_160329_D00248_0160_BC8TGVANXX_8_SX-PE-029_1.fastq.gz	CZA344_160329_D00248_0160_BC8TGVANXX_8_SX-PE-029_2.fastq.gz
CZA346	160329_D00248_0160_BC8TGVANXX_8_SX-PE-076	CZA346_160329_D00248_0160_BC8TGVANXX_8_SX-PE-076_1.fastq.gz	CZA346_160329_D00248_0160_BC8TGVANXX_8_SX-PE-076_2.fastq.gz
CZA348	160329_D00248_0160_BC8TGVANXX_8_SX-PE-059	CZA348_160329_D00248_0160_BC8TGVANXX_8_SX-PE-059_1.fastq.gz	CZA348_160329_D00248_0160_BC8TGVANXX_8_SX-PE-059_2.fastq.gz
CZA350	160329_D00248_0160_BC8TGVANXX_7_SX-PE-063	CZA350_160329_D00248_0160_BC8TGVANXX_7_SX-PE-063_1.fastq.gz	CZA350_160329_D00248_0160_BC8TGVANXX_7_SX-PE-063_2.fastq.gz
CZA352	160325_D00248_0159_AC8TGPANXX_7_SX-PE-083	CZA352_160325_D00248_0159_AC8TGPANXX_7_SX-PE-083_1.fastq.gz	CZA352_160325_D00248_0159_AC8TGPANXX_7_SX-PE-083_2.fastq.gz
CZA353	160325_D00248_0159_AC8TGPANXX_7_SX-PE-059	CZA353_160325_D00248_0159_AC8TGPANXX_7_SX-PE-059_1.fastq.gz	CZA353_160325_D00248_0159_AC8TGPANXX_7_SX-PE-059_2.fastq.gz
CZA354	160325_D00248_0159_AC8TGPANXX_7_SX-PE-050	CZA354_160325_D00248_0159_AC8TGPANXX_7_SX-PE-050_1.fastq.gz	CZA354_160325_D00248_0159_AC8TGPANXX_7_SX-PE-050_2.fastq.gz
CZA356	160303_D00248_0155_AC6K7AANXX_6_SX-PE-069	CZA356_160303_D00248_0155_AC6K7AANXX_6_SX-PE-069_1.fastq.gz	CZA356_160303_D00248_0155_AC6K7AANXX_6_SX-PE-069_2.fastq.gz
CZA359	160329_D00248_0160_BC8TGVANXX_8_SX-PE-085	CZA359_160329_D00248_0160_BC8TGVANXX_8_SX-PE-085_1.fastq.gz	CZA359_160329_D00248_0160_BC8TGVANXX_8_SX-PE-085_2.fastq.gz
CZA363	160329_D00248_0160_BC8TGVANXX_8_SX-PE-041	CZA363_160329_D00248_0160_BC8TGVANXX_8_SX-PE-041_1.fastq.gz	CZA363_160329_D00248_0160_BC8TGVANXX_8_SX-PE-041_2.fastq.gz
CZA364	160303_D00248_0155_AC6K7AANXX_6_SX-PE-029	CZA364_160303_D00248_0155_AC6K7AANXX_6_SX-PE-029_1.fastq.gz	CZA364_160303_D00248_0155_AC6K7AANXX_6_SX-PE-029_2.fastq.gz
CZA366	160325_D00248_0159_AC8TGPANXX_7_SX-PE-070	CZA366_160325_D00248_0159_AC8TGPANXX_7_SX-PE-070_1.fastq.gz	CZA366_160325_D00248_0159_AC8TGPANXX_7_SX-PE-070_2.fastq.gz
CZA368	160325_D00248_0159_AC8TGPANXX_7_SX-PE-035	CZA368_160325_D00248_0159_AC8TGPANXX_7_SX-PE-035_1.fastq.gz	CZA368_160325_D00248_0159_AC8TGPANXX_7_SX-PE-035_2.fastq.gz
CZA370	160303_D00248_0155_AC6K7AANXX_6_SX-PE-043	CZA370_160303_D00248_0155_AC6K7AANXX_6_SX-PE-043_1.fastq.gz	CZA370_160303_D00248_0155_AC6K7AANXX_6_SX-PE-043_2.fastq.gz
CZA371	160325_D00248_0159_AC8TGPANXX_7_SX-PE-045	CZA371_160325_D00248_0159_AC8TGPANXX_7_SX-PE-045_1.fastq.gz	CZA371_160325_D00248_0159_AC8TGPANXX_7_SX-PE-045_2.fastq.gz
CZA372	160325_D00248_0159_AC8TGPANXX_7_SX-PE-040	CZA372_160325_D00248_0159_AC8TGPANXX_7_SX-PE-040_1.fastq.gz	CZA372_160325_D00248_0159_AC8TGPANXX_7_SX-PE-040_2.fastq.gz
CZA373	160303_D00248_0155_AC6K7AANXX_6_SX-PE-092	CZA373_160303_D00248_0155_AC6K7AANXX_6_SX-PE-092_1.fastq.gz	CZA373_160303_D00248_0155_AC6K7AANXX_6_SX-PE-092_2.fastq.gz
CZA374	160303_D00248_0155_AC6K7AANXX_6_SX-PE-026	CZA374_160303_D00248_0155_AC6K7AANXX_6_SX-PE-026_1.fastq.gz	CZA374_160303_D00248_0155_AC6K7AANXX_6_SX-PE-026_2.fastq.gz
CZA375	160303_D00248_0155_AC6K7AANXX_6_SX-PE-055	CZA375_160303_D00248_0155_AC6K7AANXX_6_SX-PE-055_1.fastq.gz	CZA375_160303_D00248_0155_AC6K7AANXX_6_SX-PE-055_2.fastq.gz
CZA378	160329_D00248_0160_BC8TGVANXX_7_SX-PE-045	CZA378_160329_D00248_0160_BC8TGVANXX_7_SX-PE-045_1.fastq.gz	CZA378_160329_D00248_0160_BC8TGVANXX_7_SX-PE-045_2.fastq.gz
CZA380	160329_D00248_0160_BC8TGVANXX_7_SX-PE-034	CZA380_160329_D00248_0160_BC8TGVANXX_7_SX-PE-034_1.fastq.gz	CZA380_160329_D00248_0160_BC8TGVANXX_7_SX-PE-034_2.fastq.gz
CZA381	160303_D00248_0155_AC6K7AANXX_6_SX-PE-059	CZA381_160303_D00248_0155_AC6K7AANXX_6_SX-PE-059_1.fastq.gz	CZA381_160303_D00248_0155_AC6K7AANXX_6_SX-PE-059_2.fastq.gz
CZA382	160325_D00248_0159_AC8TGPANXX_7_SX-PE-023	CZA382_160325_D00248_0159_AC8TGPANXX_7_SX-PE-023_1.fastq.gz	CZA382_160325_D00248_0159_AC8TGPANXX_7_SX-PE-023_2.fastq.gz
CZA384	160325_D00248_0159_AC8TGPANXX_7_SX-PE-005	CZA384_160325_D00248_0159_AC8TGPANXX_7_SX-PE-005_1.fastq.gz	CZA384_160325_D00248_0159_AC8TGPANXX_7_SX-PE-005_2.fastq.gz
CZA386	160325_D00248_0159_AC8TGPANXX_7_SX-PE-068	CZA386_160325_D00248_0159_AC8TGPANXX_7_SX-PE-068_1.fastq.gz	CZA386_160325_D00248_0159_AC8TGPANXX_7_SX-PE-068_2.fastq.gz
CZA388	160325_D00248_0159_AC8TGPANXX_7_SX-PE-093	CZA388_160325_D00248_0159_AC8TGPANXX_7_SX-PE-093_1.fastq.gz	CZA388_160325_D00248_0159_AC8TGPANXX_7_SX-PE-093_2.fastq.gz
CZA389	160329_D00248_0160_BC8TGVANXX_7_SX-PE-067	CZA389_160329_D00248_0160_BC8TGVANXX_7_SX-PE-067_1.fastq.gz	CZA389_160329_D00248_0160_BC8TGVANXX_7_SX-PE-067_2.fastq.gz
CZA394	160329_D00248_0160_BC8TGVANXX_8_SX-PE-094	CZA394_160329_D00248_0160_BC8TGVANXX_8_SX-PE-094_1.fastq.gz	CZA394_160329_D00248_0160_BC8TGVANXX_8_SX-PE-094_2.fastq.gz
CZA395	160303_D00248_0155_AC6K7AANXX_6_SX-PE-085	CZA395_160303_D00248_0155_AC6K7AANXX_6_SX-PE-085_1.fastq.gz	CZA395_160303_D00248_0155_AC6K7AANXX_6_SX-PE-085_2.fastq.gz
CZA396	160303_D00248_0155_AC6K7AANXX_6_SX-PE-036	CZA396_160303_D00248_0155_AC6K7AANXX_6_SX-PE-036_1.fastq.gz	CZA396_160303_D00248_0155_AC6K7AANXX_6_SX-PE-036_2.fastq.gz
CZA397	160325_D00248_0159_AC8TGPANXX_7_SX-PE-073	CZA397_160325_D00248_0159_AC8TGPANXX_7_SX-PE-073_1.fastq.gz	CZA397_160325_D00248_0159_AC8TGPANXX_7_SX-PE-073_2.fastq.gz
