sample	unit	fq1	fq2
CZB406	161020_D00261_0369_AC9WREANXX_4_SX-PE-041	CZB406_161020_D00261_0369_AC9WREANXX_4_SX-PE-041_1.fastq.gz	CZB406_161020_D00261_0369_AC9WREANXX_4_SX-PE-041_2.fastq.gz
CZB407	161004_D00261_0367_ACA2LEANXX_2_SX-PE-096	CZB407_161004_D00261_0367_ACA2LEANXX_2_SX-PE-096_1.fastq.gz	CZB407_161004_D00261_0367_ACA2LEANXX_2_SX-PE-096_2.fastq.gz
CZB408	161004_D00261_0367_ACA2LEANXX_3_SX-PE-086	CZB408_161004_D00261_0367_ACA2LEANXX_3_SX-PE-086_1.fastq.gz	CZB408_161004_D00261_0367_ACA2LEANXX_3_SX-PE-086_2.fastq.gz
CZB409	161004_D00261_0367_ACA2LEANXX_1_SX-PE-085	CZB409_161004_D00261_0367_ACA2LEANXX_1_SX-PE-085_1.fastq.gz	CZB409_161004_D00261_0367_ACA2LEANXX_1_SX-PE-085_2.fastq.gz
CZB411	161004_D00261_0367_ACA2LEANXX_1_SX-PE-076	CZB411_161004_D00261_0367_ACA2LEANXX_1_SX-PE-076_1.fastq.gz	CZB411_161004_D00261_0367_ACA2LEANXX_1_SX-PE-076_2.fastq.gz
CZB412	161004_D00261_0367_ACA2LEANXX_3_SX-PE-052	CZB412_161004_D00261_0367_ACA2LEANXX_3_SX-PE-052_1.fastq.gz	CZB412_161004_D00261_0367_ACA2LEANXX_3_SX-PE-052_2.fastq.gz
CZB414	161004_D00261_0367_ACA2LEANXX_3_SX-PE-067	CZB414_161004_D00261_0367_ACA2LEANXX_3_SX-PE-067_1.fastq.gz	CZB414_161004_D00261_0367_ACA2LEANXX_3_SX-PE-067_2.fastq.gz
CZB415	161004_D00261_0367_ACA2LEANXX_3_SX-PE-013	CZB415_161004_D00261_0367_ACA2LEANXX_3_SX-PE-013_1.fastq.gz	CZB415_161004_D00261_0367_ACA2LEANXX_3_SX-PE-013_2.fastq.gz
CZB416	161004_D00261_0367_ACA2LEANXX_1_SX-PE-056	CZB416_161004_D00261_0367_ACA2LEANXX_1_SX-PE-056_1.fastq.gz	CZB416_161004_D00261_0367_ACA2LEANXX_1_SX-PE-056_2.fastq.gz
CZB417	161004_D00261_0367_ACA2LEANXX_2_SX-PE-093	CZB417_161004_D00261_0367_ACA2LEANXX_2_SX-PE-093_1.fastq.gz	CZB417_161004_D00261_0367_ACA2LEANXX_2_SX-PE-093_2.fastq.gz
CZB418	161004_D00261_0367_ACA2LEANXX_1_SX-PE-008	CZB418_161004_D00261_0367_ACA2LEANXX_1_SX-PE-008_1.fastq.gz	CZB418_161004_D00261_0367_ACA2LEANXX_1_SX-PE-008_2.fastq.gz
CZB419	161004_D00261_0367_ACA2LEANXX_5_SX-PE-024	CZB419_161004_D00261_0367_ACA2LEANXX_5_SX-PE-024_1.fastq.gz	CZB419_161004_D00261_0367_ACA2LEANXX_5_SX-PE-024_2.fastq.gz
CZB420	161004_D00261_0367_ACA2LEANXX_3_SX-PE-082	CZB420_161004_D00261_0367_ACA2LEANXX_3_SX-PE-082_1.fastq.gz	CZB420_161004_D00261_0367_ACA2LEANXX_3_SX-PE-082_2.fastq.gz
CZB424	161004_D00261_0367_ACA2LEANXX_4_SX-PE-021	CZB424_161004_D00261_0367_ACA2LEANXX_4_SX-PE-021_1.fastq.gz	CZB424_161004_D00261_0367_ACA2LEANXX_4_SX-PE-021_2.fastq.gz
CZB424	161020_D00261_0369_AC9WREANXX_4_SX-PE-021	CZB424_161020_D00261_0369_AC9WREANXX_4_SX-PE-021_1.fastq.gz	CZB424_161020_D00261_0369_AC9WREANXX_4_SX-PE-021_2.fastq.gz
CZB426	161004_D00261_0367_ACA2LEANXX_4_SX-PE-096	CZB426_161004_D00261_0367_ACA2LEANXX_4_SX-PE-096_1.fastq.gz	CZB426_161004_D00261_0367_ACA2LEANXX_4_SX-PE-096_2.fastq.gz
CZB426	161020_D00261_0369_AC9WREANXX_4_SX-PE-096	CZB426_161020_D00261_0369_AC9WREANXX_4_SX-PE-096_1.fastq.gz	CZB426_161020_D00261_0369_AC9WREANXX_4_SX-PE-096_2.fastq.gz
CZB427	161004_D00261_0367_ACA2LEANXX_3_SX-PE-006	CZB427_161004_D00261_0367_ACA2LEANXX_3_SX-PE-006_1.fastq.gz	CZB427_161004_D00261_0367_ACA2LEANXX_3_SX-PE-006_2.fastq.gz
CZB428	161004_D00261_0367_ACA2LEANXX_4_SX-PE-011	CZB428_161004_D00261_0367_ACA2LEANXX_4_SX-PE-011_1.fastq.gz	CZB428_161004_D00261_0367_ACA2LEANXX_4_SX-PE-011_2.fastq.gz
CZB428	161020_D00261_0369_AC9WREANXX_4_SX-PE-011	CZB428_161020_D00261_0369_AC9WREANXX_4_SX-PE-011_1.fastq.gz	CZB428_161020_D00261_0369_AC9WREANXX_4_SX-PE-011_2.fastq.gz
CZB430	161004_D00261_0367_ACA2LEANXX_2_SX-PE-011	CZB430_161004_D00261_0367_ACA2LEANXX_2_SX-PE-011_1.fastq.gz	CZB430_161004_D00261_0367_ACA2LEANXX_2_SX-PE-011_2.fastq.gz
CZB431	161004_D00261_0367_ACA2LEANXX_3_SX-PE-025	CZB431_161004_D00261_0367_ACA2LEANXX_3_SX-PE-025_1.fastq.gz	CZB431_161004_D00261_0367_ACA2LEANXX_3_SX-PE-025_2.fastq.gz
CZB432	161004_D00261_0367_ACA2LEANXX_3_SX-PE-078	CZB432_161004_D00261_0367_ACA2LEANXX_3_SX-PE-078_1.fastq.gz	CZB432_161004_D00261_0367_ACA2LEANXX_3_SX-PE-078_2.fastq.gz
CZB433	161004_D00261_0367_ACA2LEANXX_1_SX-PE-043	CZB433_161004_D00261_0367_ACA2LEANXX_1_SX-PE-043_1.fastq.gz	CZB433_161004_D00261_0367_ACA2LEANXX_1_SX-PE-043_2.fastq.gz
CZB434	161004_D00261_0367_ACA2LEANXX_1_SX-PE-045	CZB434_161004_D00261_0367_ACA2LEANXX_1_SX-PE-045_1.fastq.gz	CZB434_161004_D00261_0367_ACA2LEANXX_1_SX-PE-045_2.fastq.gz
CZB436	161004_D00261_0367_ACA2LEANXX_2_SX-PE-013	CZB436_161004_D00261_0367_ACA2LEANXX_2_SX-PE-013_1.fastq.gz	CZB436_161004_D00261_0367_ACA2LEANXX_2_SX-PE-013_2.fastq.gz
CZB437	161004_D00261_0367_ACA2LEANXX_3_SX-PE-015	CZB437_161004_D00261_0367_ACA2LEANXX_3_SX-PE-015_1.fastq.gz	CZB437_161004_D00261_0367_ACA2LEANXX_3_SX-PE-015_2.fastq.gz
CZB439	161004_D00261_0367_ACA2LEANXX_4_SX-PE-001	CZB439_161004_D00261_0367_ACA2LEANXX_4_SX-PE-001_1.fastq.gz	CZB439_161004_D00261_0367_ACA2LEANXX_4_SX-PE-001_2.fastq.gz
CZB439	161020_D00261_0369_AC9WREANXX_4_SX-PE-001	CZB439_161020_D00261_0369_AC9WREANXX_4_SX-PE-001_1.fastq.gz	CZB439_161020_D00261_0369_AC9WREANXX_4_SX-PE-001_2.fastq.gz
CZB440	161004_D00261_0367_ACA2LEANXX_3_SX-PE-056	CZB440_161004_D00261_0367_ACA2LEANXX_3_SX-PE-056_1.fastq.gz	CZB440_161004_D00261_0367_ACA2LEANXX_3_SX-PE-056_2.fastq.gz
CZB441	161004_D00261_0367_ACA2LEANXX_1_SX-PE-040	CZB441_161004_D00261_0367_ACA2LEANXX_1_SX-PE-040_1.fastq.gz	CZB441_161004_D00261_0367_ACA2LEANXX_1_SX-PE-040_2.fastq.gz
CZB443	161004_D00261_0367_ACA2LEANXX_4_SX-PE-003	CZB443_161004_D00261_0367_ACA2LEANXX_4_SX-PE-003_1.fastq.gz	CZB443_161004_D00261_0367_ACA2LEANXX_4_SX-PE-003_2.fastq.gz
CZB443	161020_D00261_0369_AC9WREANXX_4_SX-PE-003	CZB443_161020_D00261_0369_AC9WREANXX_4_SX-PE-003_1.fastq.gz	CZB443_161020_D00261_0369_AC9WREANXX_4_SX-PE-003_2.fastq.gz
CZB444	161004_D00261_0367_ACA2LEANXX_4_SX-PE-038	CZB444_161004_D00261_0367_ACA2LEANXX_4_SX-PE-038_1.fastq.gz	CZB444_161004_D00261_0367_ACA2LEANXX_4_SX-PE-038_2.fastq.gz
CZB444	161020_D00261_0369_AC9WREANXX_4_SX-PE-038	CZB444_161020_D00261_0369_AC9WREANXX_4_SX-PE-038_1.fastq.gz	CZB444_161020_D00261_0369_AC9WREANXX_4_SX-PE-038_2.fastq.gz
CZB445	161004_D00261_0367_ACA2LEANXX_1_SX-PE-014	CZB445_161004_D00261_0367_ACA2LEANXX_1_SX-PE-014_1.fastq.gz	CZB445_161004_D00261_0367_ACA2LEANXX_1_SX-PE-014_2.fastq.gz
CZB446	161004_D00261_0367_ACA2LEANXX_4_SX-PE-069	CZB446_161004_D00261_0367_ACA2LEANXX_4_SX-PE-069_1.fastq.gz	CZB446_161004_D00261_0367_ACA2LEANXX_4_SX-PE-069_2.fastq.gz
CZB446	161020_D00261_0369_AC9WREANXX_4_SX-PE-069	CZB446_161020_D00261_0369_AC9WREANXX_4_SX-PE-069_1.fastq.gz	CZB446_161020_D00261_0369_AC9WREANXX_4_SX-PE-069_2.fastq.gz
CZB448	161004_D00261_0367_ACA2LEANXX_2_SX-PE-049	CZB448_161004_D00261_0367_ACA2LEANXX_2_SX-PE-049_1.fastq.gz	CZB448_161004_D00261_0367_ACA2LEANXX_2_SX-PE-049_2.fastq.gz
CZB449	161004_D00261_0367_ACA2LEANXX_2_SX-PE-086	CZB449_161004_D00261_0367_ACA2LEANXX_2_SX-PE-086_1.fastq.gz	CZB449_161004_D00261_0367_ACA2LEANXX_2_SX-PE-086_2.fastq.gz
CZB450	161004_D00261_0367_ACA2LEANXX_4_SX-PE-046	CZB450_161004_D00261_0367_ACA2LEANXX_4_SX-PE-046_1.fastq.gz	CZB450_161004_D00261_0367_ACA2LEANXX_4_SX-PE-046_2.fastq.gz
CZB450	161020_D00261_0369_AC9WREANXX_4_SX-PE-046	CZB450_161020_D00261_0369_AC9WREANXX_4_SX-PE-046_1.fastq.gz	CZB450_161020_D00261_0369_AC9WREANXX_4_SX-PE-046_2.fastq.gz
CZB451	161004_D00261_0367_ACA2LEANXX_4_SX-PE-084	CZB451_161004_D00261_0367_ACA2LEANXX_4_SX-PE-084_1.fastq.gz	CZB451_161004_D00261_0367_ACA2LEANXX_4_SX-PE-084_2.fastq.gz
CZB451	161020_D00261_0369_AC9WREANXX_4_SX-PE-084	CZB451_161020_D00261_0369_AC9WREANXX_4_SX-PE-084_1.fastq.gz	CZB451_161020_D00261_0369_AC9WREANXX_4_SX-PE-084_2.fastq.gz
CZB452	161004_D00261_0367_ACA2LEANXX_3_SX-PE-096	CZB452_161004_D00261_0367_ACA2LEANXX_3_SX-PE-096_1.fastq.gz	CZB452_161004_D00261_0367_ACA2LEANXX_3_SX-PE-096_2.fastq.gz
CZB453	161004_D00261_0367_ACA2LEANXX_3_SX-PE-002	CZB453_161004_D00261_0367_ACA2LEANXX_3_SX-PE-002_1.fastq.gz	CZB453_161004_D00261_0367_ACA2LEANXX_3_SX-PE-002_2.fastq.gz
CZB454	161004_D00261_0367_ACA2LEANXX_3_SX-PE-070	CZB454_161004_D00261_0367_ACA2LEANXX_3_SX-PE-070_1.fastq.gz	CZB454_161004_D00261_0367_ACA2LEANXX_3_SX-PE-070_2.fastq.gz
CZB456	161004_D00261_0367_ACA2LEANXX_2_SX-PE-059	CZB456_161004_D00261_0367_ACA2LEANXX_2_SX-PE-059_1.fastq.gz	CZB456_161004_D00261_0367_ACA2LEANXX_2_SX-PE-059_2.fastq.gz
CZB457	161004_D00261_0367_ACA2LEANXX_4_SX-PE-080	CZB457_161004_D00261_0367_ACA2LEANXX_4_SX-PE-080_1.fastq.gz	CZB457_161004_D00261_0367_ACA2LEANXX_4_SX-PE-080_2.fastq.gz
CZB457	161020_D00261_0369_AC9WREANXX_4_SX-PE-080	CZB457_161020_D00261_0369_AC9WREANXX_4_SX-PE-080_1.fastq.gz	CZB457_161020_D00261_0369_AC9WREANXX_4_SX-PE-080_2.fastq.gz
CZB458	161004_D00261_0367_ACA2LEANXX_3_SX-PE-001	CZB458_161004_D00261_0367_ACA2LEANXX_3_SX-PE-001_1.fastq.gz	CZB458_161004_D00261_0367_ACA2LEANXX_3_SX-PE-001_2.fastq.gz
CZB459	161004_D00261_0367_ACA2LEANXX_4_SX-PE-045	CZB459_161004_D00261_0367_ACA2LEANXX_4_SX-PE-045_1.fastq.gz	CZB459_161004_D00261_0367_ACA2LEANXX_4_SX-PE-045_2.fastq.gz
CZB459	161020_D00261_0369_AC9WREANXX_4_SX-PE-045	CZB459_161020_D00261_0369_AC9WREANXX_4_SX-PE-045_1.fastq.gz	CZB459_161020_D00261_0369_AC9WREANXX_4_SX-PE-045_2.fastq.gz
CZB462	161004_D00261_0367_ACA2LEANXX_5_SX-PE-034	CZB462_161004_D00261_0367_ACA2LEANXX_5_SX-PE-034_1.fastq.gz	CZB462_161004_D00261_0367_ACA2LEANXX_5_SX-PE-034_2.fastq.gz
CZB463	161004_D00261_0367_ACA2LEANXX_1_SX-PE-019	CZB463_161004_D00261_0367_ACA2LEANXX_1_SX-PE-019_1.fastq.gz	CZB463_161004_D00261_0367_ACA2LEANXX_1_SX-PE-019_2.fastq.gz
CZB464	161004_D00261_0367_ACA2LEANXX_2_SX-PE-010	CZB464_161004_D00261_0367_ACA2LEANXX_2_SX-PE-010_1.fastq.gz	CZB464_161004_D00261_0367_ACA2LEANXX_2_SX-PE-010_2.fastq.gz
CZB465	161004_D00261_0367_ACA2LEANXX_4_SX-PE-072	CZB465_161004_D00261_0367_ACA2LEANXX_4_SX-PE-072_1.fastq.gz	CZB465_161004_D00261_0367_ACA2LEANXX_4_SX-PE-072_2.fastq.gz
CZB465	161020_D00261_0369_AC9WREANXX_4_SX-PE-072	CZB465_161020_D00261_0369_AC9WREANXX_4_SX-PE-072_1.fastq.gz	CZB465_161020_D00261_0369_AC9WREANXX_4_SX-PE-072_2.fastq.gz
CZB466	161004_D00261_0367_ACA2LEANXX_4_SX-PE-026	CZB466_161004_D00261_0367_ACA2LEANXX_4_SX-PE-026_1.fastq.gz	CZB466_161004_D00261_0367_ACA2LEANXX_4_SX-PE-026_2.fastq.gz
CZB466	161020_D00261_0369_AC9WREANXX_4_SX-PE-026	CZB466_161020_D00261_0369_AC9WREANXX_4_SX-PE-026_1.fastq.gz	CZB466_161020_D00261_0369_AC9WREANXX_4_SX-PE-026_2.fastq.gz
CZB467	161004_D00261_0367_ACA2LEANXX_3_SX-PE-084	CZB467_161004_D00261_0367_ACA2LEANXX_3_SX-PE-084_1.fastq.gz	CZB467_161004_D00261_0367_ACA2LEANXX_3_SX-PE-084_2.fastq.gz
CZB468	161004_D00261_0367_ACA2LEANXX_2_SX-PE-046	CZB468_161004_D00261_0367_ACA2LEANXX_2_SX-PE-046_1.fastq.gz	CZB468_161004_D00261_0367_ACA2LEANXX_2_SX-PE-046_2.fastq.gz
CZB469	161004_D00261_0367_ACA2LEANXX_4_SX-PE-004	CZB469_161004_D00261_0367_ACA2LEANXX_4_SX-PE-004_1.fastq.gz	CZB469_161004_D00261_0367_ACA2LEANXX_4_SX-PE-004_2.fastq.gz
CZB469	161020_D00261_0369_AC9WREANXX_4_SX-PE-004	CZB469_161020_D00261_0369_AC9WREANXX_4_SX-PE-004_1.fastq.gz	CZB469_161020_D00261_0369_AC9WREANXX_4_SX-PE-004_2.fastq.gz
CZB470	161004_D00261_0367_ACA2LEANXX_1_SX-PE-071	CZB470_161004_D00261_0367_ACA2LEANXX_1_SX-PE-071_1.fastq.gz	CZB470_161004_D00261_0367_ACA2LEANXX_1_SX-PE-071_2.fastq.gz
CZB471	161004_D00261_0367_ACA2LEANXX_2_SX-PE-060	CZB471_161004_D00261_0367_ACA2LEANXX_2_SX-PE-060_1.fastq.gz	CZB471_161004_D00261_0367_ACA2LEANXX_2_SX-PE-060_2.fastq.gz
CZB473	161004_D00261_0367_ACA2LEANXX_2_SX-PE-012	CZB473_161004_D00261_0367_ACA2LEANXX_2_SX-PE-012_1.fastq.gz	CZB473_161004_D00261_0367_ACA2LEANXX_2_SX-PE-012_2.fastq.gz
CZB474	161004_D00261_0367_ACA2LEANXX_1_SX-PE-020	CZB474_161004_D00261_0367_ACA2LEANXX_1_SX-PE-020_1.fastq.gz	CZB474_161004_D00261_0367_ACA2LEANXX_1_SX-PE-020_2.fastq.gz
CZB477	161004_D00261_0367_ACA2LEANXX_4_SX-PE-091	CZB477_161004_D00261_0367_ACA2LEANXX_4_SX-PE-091_1.fastq.gz	CZB477_161004_D00261_0367_ACA2LEANXX_4_SX-PE-091_2.fastq.gz
CZB477	161020_D00261_0369_AC9WREANXX_4_SX-PE-091	CZB477_161020_D00261_0369_AC9WREANXX_4_SX-PE-091_1.fastq.gz	CZB477_161020_D00261_0369_AC9WREANXX_4_SX-PE-091_2.fastq.gz
CZB478	161004_D00261_0367_ACA2LEANXX_1_SX-PE-087	CZB478_161004_D00261_0367_ACA2LEANXX_1_SX-PE-087_1.fastq.gz	CZB478_161004_D00261_0367_ACA2LEANXX_1_SX-PE-087_2.fastq.gz
CZB481	161004_D00261_0367_ACA2LEANXX_3_SX-PE-031	CZB481_161004_D00261_0367_ACA2LEANXX_3_SX-PE-031_1.fastq.gz	CZB481_161004_D00261_0367_ACA2LEANXX_3_SX-PE-031_2.fastq.gz
CZB482	161004_D00261_0367_ACA2LEANXX_1_SX-PE-013	CZB482_161004_D00261_0367_ACA2LEANXX_1_SX-PE-013_1.fastq.gz	CZB482_161004_D00261_0367_ACA2LEANXX_1_SX-PE-013_2.fastq.gz
CZB484	161004_D00261_0367_ACA2LEANXX_1_SX-PE-049	CZB484_161004_D00261_0367_ACA2LEANXX_1_SX-PE-049_1.fastq.gz	CZB484_161004_D00261_0367_ACA2LEANXX_1_SX-PE-049_2.fastq.gz
CZB485	161004_D00261_0367_ACA2LEANXX_1_SX-PE-030	CZB485_161004_D00261_0367_ACA2LEANXX_1_SX-PE-030_1.fastq.gz	CZB485_161004_D00261_0367_ACA2LEANXX_1_SX-PE-030_2.fastq.gz
CZB487	161004_D00261_0367_ACA2LEANXX_2_SX-PE-087	CZB487_161004_D00261_0367_ACA2LEANXX_2_SX-PE-087_1.fastq.gz	CZB487_161004_D00261_0367_ACA2LEANXX_2_SX-PE-087_2.fastq.gz
CZB488	161004_D00261_0367_ACA2LEANXX_1_SX-PE-021	CZB488_161004_D00261_0367_ACA2LEANXX_1_SX-PE-021_1.fastq.gz	CZB488_161004_D00261_0367_ACA2LEANXX_1_SX-PE-021_2.fastq.gz
CZB489	161004_D00261_0367_ACA2LEANXX_4_SX-PE-061	CZB489_161004_D00261_0367_ACA2LEANXX_4_SX-PE-061_1.fastq.gz	CZB489_161004_D00261_0367_ACA2LEANXX_4_SX-PE-061_2.fastq.gz
CZB489	161020_D00261_0369_AC9WREANXX_4_SX-PE-061	CZB489_161020_D00261_0369_AC9WREANXX_4_SX-PE-061_1.fastq.gz	CZB489_161020_D00261_0369_AC9WREANXX_4_SX-PE-061_2.fastq.gz
CZB490	161004_D00261_0367_ACA2LEANXX_1_SX-PE-028	CZB490_161004_D00261_0367_ACA2LEANXX_1_SX-PE-028_1.fastq.gz	CZB490_161004_D00261_0367_ACA2LEANXX_1_SX-PE-028_2.fastq.gz
CZB491	161004_D00261_0367_ACA2LEANXX_2_SX-PE-073	CZB491_161004_D00261_0367_ACA2LEANXX_2_SX-PE-073_1.fastq.gz	CZB491_161004_D00261_0367_ACA2LEANXX_2_SX-PE-073_2.fastq.gz
CZB492	161004_D00261_0367_ACA2LEANXX_3_SX-PE-038	CZB492_161004_D00261_0367_ACA2LEANXX_3_SX-PE-038_1.fastq.gz	CZB492_161004_D00261_0367_ACA2LEANXX_3_SX-PE-038_2.fastq.gz
CZB494	161004_D00261_0367_ACA2LEANXX_3_SX-PE-024	CZB494_161004_D00261_0367_ACA2LEANXX_3_SX-PE-024_1.fastq.gz	CZB494_161004_D00261_0367_ACA2LEANXX_3_SX-PE-024_2.fastq.gz
CZB496	161004_D00261_0367_ACA2LEANXX_4_SX-PE-092	CZB496_161004_D00261_0367_ACA2LEANXX_4_SX-PE-092_1.fastq.gz	CZB496_161004_D00261_0367_ACA2LEANXX_4_SX-PE-092_2.fastq.gz
CZB496	161020_D00261_0369_AC9WREANXX_4_SX-PE-092	CZB496_161020_D00261_0369_AC9WREANXX_4_SX-PE-092_1.fastq.gz	CZB496_161020_D00261_0369_AC9WREANXX_4_SX-PE-092_2.fastq.gz
CZB497	161004_D00261_0367_ACA2LEANXX_4_SX-PE-054	CZB497_161004_D00261_0367_ACA2LEANXX_4_SX-PE-054_1.fastq.gz	CZB497_161004_D00261_0367_ACA2LEANXX_4_SX-PE-054_2.fastq.gz
CZB497	161020_D00261_0369_AC9WREANXX_4_SX-PE-054	CZB497_161020_D00261_0369_AC9WREANXX_4_SX-PE-054_1.fastq.gz	CZB497_161020_D00261_0369_AC9WREANXX_4_SX-PE-054_2.fastq.gz
CZB498	161004_D00261_0367_ACA2LEANXX_2_SX-PE-083	CZB498_161004_D00261_0367_ACA2LEANXX_2_SX-PE-083_1.fastq.gz	CZB498_161004_D00261_0367_ACA2LEANXX_2_SX-PE-083_2.fastq.gz
CZB499	161004_D00261_0367_ACA2LEANXX_1_SX-PE-024	CZB499_161004_D00261_0367_ACA2LEANXX_1_SX-PE-024_1.fastq.gz	CZB499_161004_D00261_0367_ACA2LEANXX_1_SX-PE-024_2.fastq.gz
CZB501	161004_D00261_0367_ACA2LEANXX_4_SX-PE-087	CZB501_161004_D00261_0367_ACA2LEANXX_4_SX-PE-087_1.fastq.gz	CZB501_161004_D00261_0367_ACA2LEANXX_4_SX-PE-087_2.fastq.gz
CZB501	161020_D00261_0369_AC9WREANXX_4_SX-PE-087	CZB501_161020_D00261_0369_AC9WREANXX_4_SX-PE-087_1.fastq.gz	CZB501_161020_D00261_0369_AC9WREANXX_4_SX-PE-087_2.fastq.gz
CZB503	161004_D00261_0367_ACA2LEANXX_4_SX-PE-032	CZB503_161004_D00261_0367_ACA2LEANXX_4_SX-PE-032_1.fastq.gz	CZB503_161004_D00261_0367_ACA2LEANXX_4_SX-PE-032_2.fastq.gz
CZB503	161020_D00261_0369_AC9WREANXX_4_SX-PE-032	CZB503_161020_D00261_0369_AC9WREANXX_4_SX-PE-032_1.fastq.gz	CZB503_161020_D00261_0369_AC9WREANXX_4_SX-PE-032_2.fastq.gz
CZB504	161004_D00261_0367_ACA2LEANXX_1_SX-PE-016	CZB504_161004_D00261_0367_ACA2LEANXX_1_SX-PE-016_1.fastq.gz	CZB504_161004_D00261_0367_ACA2LEANXX_1_SX-PE-016_2.fastq.gz
CZB506	161004_D00261_0367_ACA2LEANXX_1_SX-PE-025	CZB506_161004_D00261_0367_ACA2LEANXX_1_SX-PE-025_1.fastq.gz	CZB506_161004_D00261_0367_ACA2LEANXX_1_SX-PE-025_2.fastq.gz
CZB507	161004_D00261_0367_ACA2LEANXX_2_SX-PE-062	CZB507_161004_D00261_0367_ACA2LEANXX_2_SX-PE-062_1.fastq.gz	CZB507_161004_D00261_0367_ACA2LEANXX_2_SX-PE-062_2.fastq.gz
CZB510	161004_D00261_0367_ACA2LEANXX_4_SX-PE-081	CZB510_161004_D00261_0367_ACA2LEANXX_4_SX-PE-081_1.fastq.gz	CZB510_161004_D00261_0367_ACA2LEANXX_4_SX-PE-081_2.fastq.gz
CZB510	161020_D00261_0369_AC9WREANXX_4_SX-PE-081	CZB510_161020_D00261_0369_AC9WREANXX_4_SX-PE-081_1.fastq.gz	CZB510_161020_D00261_0369_AC9WREANXX_4_SX-PE-081_2.fastq.gz
CZB511	161004_D00261_0367_ACA2LEANXX_2_SX-PE-042	CZB511_161004_D00261_0367_ACA2LEANXX_2_SX-PE-042_1.fastq.gz	CZB511_161004_D00261_0367_ACA2LEANXX_2_SX-PE-042_2.fastq.gz
CZB513	161004_D00261_0367_ACA2LEANXX_4_SX-PE-013	CZB513_161004_D00261_0367_ACA2LEANXX_4_SX-PE-013_1.fastq.gz	CZB513_161004_D00261_0367_ACA2LEANXX_4_SX-PE-013_2.fastq.gz
CZB513	161020_D00261_0369_AC9WREANXX_4_SX-PE-013	CZB513_161020_D00261_0369_AC9WREANXX_4_SX-PE-013_1.fastq.gz	CZB513_161020_D00261_0369_AC9WREANXX_4_SX-PE-013_2.fastq.gz
CZB517	161004_D00261_0367_ACA2LEANXX_1_SX-PE-058	CZB517_161004_D00261_0367_ACA2LEANXX_1_SX-PE-058_1.fastq.gz	CZB517_161004_D00261_0367_ACA2LEANXX_1_SX-PE-058_2.fastq.gz
CZB522	161004_D00261_0367_ACA2LEANXX_2_SX-PE-014	CZB522_161004_D00261_0367_ACA2LEANXX_2_SX-PE-014_1.fastq.gz	CZB522_161004_D00261_0367_ACA2LEANXX_2_SX-PE-014_2.fastq.gz
CZB523	161004_D00261_0367_ACA2LEANXX_2_SX-PE-053	CZB523_161004_D00261_0367_ACA2LEANXX_2_SX-PE-053_1.fastq.gz	CZB523_161004_D00261_0367_ACA2LEANXX_2_SX-PE-053_2.fastq.gz
CZB526	161004_D00261_0367_ACA2LEANXX_4_SX-PE-067	CZB526_161004_D00261_0367_ACA2LEANXX_4_SX-PE-067_1.fastq.gz	CZB526_161004_D00261_0367_ACA2LEANXX_4_SX-PE-067_2.fastq.gz
CZB526	161020_D00261_0369_AC9WREANXX_4_SX-PE-067	CZB526_161020_D00261_0369_AC9WREANXX_4_SX-PE-067_1.fastq.gz	CZB526_161020_D00261_0369_AC9WREANXX_4_SX-PE-067_2.fastq.gz
CZB527	161004_D00261_0367_ACA2LEANXX_1_SX-PE-027	CZB527_161004_D00261_0367_ACA2LEANXX_1_SX-PE-027_1.fastq.gz	CZB527_161004_D00261_0367_ACA2LEANXX_1_SX-PE-027_2.fastq.gz
CZB528	161004_D00261_0367_ACA2LEANXX_3_SX-PE-055	CZB528_161004_D00261_0367_ACA2LEANXX_3_SX-PE-055_1.fastq.gz	CZB528_161004_D00261_0367_ACA2LEANXX_3_SX-PE-055_2.fastq.gz
CZB529	161004_D00261_0367_ACA2LEANXX_2_SX-PE-061	CZB529_161004_D00261_0367_ACA2LEANXX_2_SX-PE-061_1.fastq.gz	CZB529_161004_D00261_0367_ACA2LEANXX_2_SX-PE-061_2.fastq.gz
CZB531	161004_D00261_0367_ACA2LEANXX_2_SX-PE-026	CZB531_161004_D00261_0367_ACA2LEANXX_2_SX-PE-026_1.fastq.gz	CZB531_161004_D00261_0367_ACA2LEANXX_2_SX-PE-026_2.fastq.gz
CZB533	161004_D00261_0367_ACA2LEANXX_2_SX-PE-029	CZB533_161004_D00261_0367_ACA2LEANXX_2_SX-PE-029_1.fastq.gz	CZB533_161004_D00261_0367_ACA2LEANXX_2_SX-PE-029_2.fastq.gz
CZB536	161004_D00261_0367_ACA2LEANXX_3_SX-PE-059	CZB536_161004_D00261_0367_ACA2LEANXX_3_SX-PE-059_1.fastq.gz	CZB536_161004_D00261_0367_ACA2LEANXX_3_SX-PE-059_2.fastq.gz
CZB539	161004_D00261_0367_ACA2LEANXX_3_SX-PE-012	CZB539_161004_D00261_0367_ACA2LEANXX_3_SX-PE-012_1.fastq.gz	CZB539_161004_D00261_0367_ACA2LEANXX_3_SX-PE-012_2.fastq.gz
CZB540	161004_D00261_0367_ACA2LEANXX_1_SX-PE-068	CZB540_161004_D00261_0367_ACA2LEANXX_1_SX-PE-068_1.fastq.gz	CZB540_161004_D00261_0367_ACA2LEANXX_1_SX-PE-068_2.fastq.gz
